"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Liechtenstein","Switzerland","Spain","Portugal","Germany","Poland","Austria","Hungary","Czechoslovakia","Italy","San Marino","Malta","Albania","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Marshall Islands","Federated States of Micronesia","Samoa"
"Mozambique",38.1,1.1677,0,0,0.0001,0,0,0,0,0,9,0,9,0,0,0.4086,0,9,9,0,0,3.5,0,0.005,0,0,9,9,0,1.4,0,0,0,22.58,0,40.9858,7.1667,21.2052,11.7069,0.7431,93.8032,0,4.8703,13.1329,0.6478,34.1877,4.2012,0.6151,0,0.79,31.0412,0,0.0002,0,0,0,0,0,0,1.7907,0,0,0,5.6,9,9,0,0,0,0,0,0,7.1531,10.2682,5.615,15.6952,0,0,0,0,0,0,0,0,9.0189,0,0.0264,3.0096,0,0.0172,0,9,0.763,0,0,0,0,9,0,0.3929,0,0,0.0773,0.9,0,0,0,9,0,0,0,0.2698,28.1436,3.8,243.7261,1,0.1,0.6,21.1,3.8604,0,0.9,0,1.123,0,0,0,0,0,0.1,0,1.028,0,0,0,0,10.366,0,0,0,9,1.1,0.0125,0,0,0,0,0,0,32.191,0,1.7,9,0.6,20.0998,5.7718,0,2.7,8.0038,9,0.144,0,0,3.9787,0,0,0.1,4.9035,17.1328,0,13.476,5.3269,13.2254,9,0.001,0,0,0.014,0,0,0
"Zambia",1.2369,1.7834,0,0,0,0,0.0019,0,0.0075,2.1217,0.0348,0,9,0,0,0.0086,0,0,0,0,0,0,0,0.0253,0,0,0,0,0,0.2261,0,0,0.0374,0.0255,0,85.6823,0.0893,14.5498,56.4846,3.5854,115.4054,0,2.6001,0.2551,2.9287,13.7792,0.9939,2.463,0.1281,0.1091,40.2014,0,0.239,0,0,0.0182,0,0,0.0442,0.1038,0.9661,0,1.0145,1.4389,0,0,0,0,0,0,0,0,4.7459,18.2255,4.1307,9.48,0.0022,0,0,0,0,0.0004,0,0.0467,0,0,0.0037,0.1486,0,0.0002,0,0.0036,0.018,0,0.0001,0.5188,0,0,0,0,3.8089,0.0015,3.9547,2.1465,6.1533,0.0452,0,9,0.0001,0.1544,0.2698,0,40.3782,3.2919,219.0464,0.493,0.4651,2.0729,2.8627,0.0117,9,0.8461,0,0.3866,0,0,0,0.0002,0,0.0285,0,73.0757,0.0009,0.408,0.0222,0.1537,25.2909,0.0037,12.1239,0.0142,0,0,0.0813,0.0095,0,0,0,0,0,11.4285,0.071,3.3525,0.0321,15.0814,207.309,57.3011,0,7.2701,0.3006,0.0747,0.1421,9,9,149.5001,0.0419,0,0.4415,86.0663,105.663,0,0.0441,16.0117,0.3865,0,0.0355,0,0,0,0,0,0
"Zimbabwe",84.5851,10.921,0.0086,0.0834,0,0,0,0.0659,0.0246,0.0867,0.363,0.0003,2.8458,0.0611,0,0.6945,0.0004,0,0.2829,0,0.0086,0.1186,0.0354,0.035,0.4123,0,0.0065,0.2159,0.0744,23.96,0.0001,0.0303,1.4734,194.7639,0.063,97.1997,2.1782,22.2451,5.3692,0.3408,8.2559,0,24.2611,35.2261,7.321,47.2627,11.2085,6.1204,0.0238,6.5159,37.1982,0,0.0027,0,0,3.1983,0,0,15.2569,0.4012,0.2931,0,0.5246,3.1,0,0,0,0.2854,0,0,0,0,22.6558,7.2897,1.9496,0.2347,0.164,0,0.0223,0.0062,9,0.0333,0.9167,0.2007,0.068,0.4713,0.2227,5.4091,0.0009,0.8644,0.0001,0.0014,8.12,0.0042,0.6628,0.4082,0.0229,0.6084,9,0.3348,3.3575,4.54,11.7541,2.7333,2.0891,0.022,0.0009,0.0009,0.1417,4.9186,28.1436,40.3782,0,41.893,365.6305,1.2741,0.3336,34.985,16.1939,2.1057,0.0189,1.6967,0.8728,3.8315,0.0088,4.665,4.1971,1.6372,1.022,1.5864,0,5.7579,0.504,0.6,46.2325,7.9313,1.1683,2.6296,0.3264,0.0056,0,0.5442,0.186,0.0001,9,0,9,0,0,75.8888,0.0128,19.6035,0.0725,3.1357,3.0989,5.6995,0,5.1635,0.624,0.0738,1.101,0.3191,0.1296,2.4485,0,0,0.9223,5.1797,1.9535,0.0002,32.59,17.8836,10.5081,0.0001,1.4973,0,0,0.003,0,0,0.0001
"Malawi",48.93,1.5035,0,0,0,9,0.1004,0.0743,0.0124,0,9,0.0021,0,0,0,0,0.0003,0,0,0,9,9,0,0,0,0,0,9,0,0.7535,9,0,0,0.4917,0,7.1022,0.6187,13.9739,1.2788,0.0812,17.2361,0,6.9558,8.3609,2.2375,64.3562,9.0728,2.0252,0,0.0319,0.5519,0,0.0078,0,0,0.9391,0,0,0.8289,0.0994,0,0,0,9,0,0,0,0,0,0,0,0,0.4165,0.0387,0.6144,2.5507,0,0,0,0,0,0,9,0.3245,9.1549,0.2474,0,0.0019,9,0.234,0,0.5144,0.043,0,0,0.011,0.3584,0.0461,0,0.0944,1.3035,0.0253,1.5749,1.1399,0.0913,0,0.0247,0,0,0.0288,3.8,3.2919,41.893,0,222.2384,9.2021,0.164,1.5578,2.3944,0,0,0.2506,0,0.0273,0,0,0,0.0028,0,0,0,2.738,0,0,2.525,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5395,0,4.3856,9,2.64,25.1523,9.6083,0,2.1687,0.2461,0,0.1837,0,0,0.4941,0,0,9,0.6455,0,0,5.928,0.2361,71.0962,1.3519,1.3273,0,0.0492,0.066,0,0,0
"South Africa",630.2,36.3924,0,5.6514,0,0,5.0098,0.018,0,0,0.3688,0.0001,9,0,0,0,0,4.8429,0.124,1.492,0,0.34,5.1781,9.798,0,0,0,10.5348,8.947,98.2642,1.0621,3.8738,5.9,137.018,3.092,324.6349,44.5131,147.5796,369.1572,23.4327,11.717,0,147.1235,353.2368,107.0216,787.2039,11.7647,66.2506,0,3.38,1917.4975,0,0.221,9,0,2.1384,0,0,55.1494,0.1824,4.2825,0,2.7,0.2,0,0,0,0,9.07,0,0,0,32.2797,16.7728,28.4335,27.4956,0.0565,0,1.5547,0,0,1.3528,1.8315,0,9,9,0,37.666,4.3441,0.0001,5.4435,0,1.106,3.3493,6.9213,0.9879,4.0543,0.268,3.9301,5.4403,108.2606,1.1374,6.454,7.0599,0.0005,10.07,0,9,0,140.8441,243.7261,219.0464,365.6305,222.2384,0,0,0,0,0,23.2049,12.2413,199.9588,27.2517,0.891,2.633,0,1.6265,8.227,0,118.608,0,0.612,9,18.9087,0,145.2,0,0,0,14.7132,0,1.6545,0.1905,0.4238,0,0,0,0,0,0,9,0,0.7817,549.6,180.4186,0.0952,0,0,0,0,60.259,0,9,0,0,0,1.215,0.0185,0,0,13.427,5.0953,82.9063,0,6.991,9,0.463,0.197,0,0,0
"Namibia",10.1,17.2,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.1318,0,0,0,1.581,9,0.0374,1.718,0,0,17.614,0.3008,5.3095,22.8496,1.4504,17.1993,0,14.0676,23.0341,1.5433,16.4582,9,8.2663,0,0.084,22.4652,0,0.0003,0,0,0.4533,0,0,3.1319,0.0779,9,0,0,9.2,0,0,0,0,0,0,0,0,0.4688,0,2.3976,0.0982,0,0,0,0,0,0,0,9.0109,0,0,0,0,0,0,9,0,0,0,0,8.0871,0,0.3506,0,0,0,0,0.0073,0,0,0,0,0,0,0,1,0.493,1.2741,9.2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,9,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,1.6336,0,0,0.0026,0.5427,0,0,0,0,9,0,0,0.02,0,0,0.003,0,1.0525,0,0,0,0,0,0,0,9
"Lesotho",52.2,2.214,0,0,0,0,0,0.0072,9,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0.038,0,0,0.585,0,0,2.6248,0.0409,0.0267,11.0675,0.7025,5.5289,0,0.8259,0.1953,0.1898,2.9859,0.0165,0.3414,0,0.0319,5.8767,0,0.0014,0,0,0,0,0,0.052,0,9,0,0,0,0,0,0,0,0,0,0,0,1.1551,0.8007,0.2092,1.8417,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,9,0,0,0,0,0,9,0,0,0,0,0.0017,0.0062,9,9,0,0,0,0,0.1,0.4651,0.3336,0.164,0,0,0,0,0,0.0027,0,0,0,0,0,0,9,9,0,0,0,0,0,9,0,0,1.4403,9,0,0,0,0,9,0,0,0,0,0,0,4.785,0,0,0,0,2.0485,1.7667,0,2.2063,9,0,0,0,0,0,0,9,0,0,0,0,0.015,0,0.1059,0,0,0,0,0,0,0,0
"Botswana",34.2,2.2958,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.023,0,0,9.0056,0,0.0022,3.362,0.0196,0,0.014,0,0,14.2132,0.718,7.6247,2.6329,0.1671,9.6728,0,7.6317,0.464,0.4491,27.5383,0,1.1916,0,0.3575,5.2388,0,0.0001,0,0,14.1133,0,0,0.621,0.02,9,0,9,9.2,0,9,0,0,0,0,0,0,0.7028,11.424,67.8252,2.511,0,0,0,0,0,0,0,0,9,0,9,0.0022,0,0,9,0,0,0,0,0.0106,0.0022,0,0,0,0,0,0.0783,0.1675,0,0,0,0,9,0,0.6,2.0729,34.985,1.5578,0,0,0,0,0,9.0204,9,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0.3514,0,0,0,9,0,1.4441,0,0,0,0,0,0,3.621,0,0,0,0,12.6729,1.2056,0,7.7913,9,0,0,0,0,2.6854,0,0,0,0.0111,5.2619,0,0.0001,0,0.7646,0,0,0,9,0,0,0,9
"Swaziland",21.8,17.4422,0,0,0,0,0.0268,0.019,0,0,9,0.0029,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,9,0,9.019,0,0,65.9017,1.77,0.8555,2.8115,0.1785,38.7008,0,0.8158,2.27,14.8604,2.6158,0.3387,0.8104,0,0.2314,3.4623,0,1.1389,0,0,4.9847,0,0,9.103,0.04,9,0,0,0,0,0,0,0,0,0,0,0,7.6927,3.9432,2.285,0.802,0,0,0,0,0,0,0,0.2709,9.0189,0.0106,0,1.6194,0,0.0001,0,0,0,0,0,0.1522,0.1339,0,0,0.3325,0,9,8.9253,3.0769,0,0,0.0389,0,0,9,21.1,2.8627,16.1939,2.3944,0,0,0,0,0,0.3348,0,3.0199,0,0,0,0,0,0,0,0,9,0,0,9,0,0,21.466,9,0,9,9,0,0.3004,0,0,0,0,0,0,1.86,0,0,0,97.2,1.2258,1.8092,0,17.4445,2.2156,0,0,0,0,39.2311,9,9,0,1.8758,0,0,0.079,0,1.4703,9.0028,0,0,0,0,0,0,0
"Madagascar",29.1476,4.7404,0.4183,0,0.0175,0.0351,0,0.0003,0.003,0.0222,9.011,2.1039,0.0003,0.0008,0,0.0467,0.0001,0.0125,0.0439,0,0,0.0005,0.3441,0.02,0.7092,0,0,0,0.226,1.7064,9.0016,0,9.149,0.1588,0,12.3552,0.9922,6.0519,1.7584,0.1116,9.2096,0,2.2861,2.883,5.9275,11.6417,7.8684,8.699,0.4879,0.3145,6.354,0,0.6024,0,0,0.1433,0,0,0.8259,0.0156,0.4787,0,4.7163,17.2,0,9,0,0,0,0,0,0.3088,0.0784,4.4839,0.9059,1.6608,0,0,0,0,0,0.0206,0.0121,0.0524,1.617,0.0049,0.0056,0.0491,0.0052,0.0159,0.0001,9,0.089,0.0631,0.0081,2.8753,0.3812,0.0011,0,0,0.0005,0,0.6607,0.5538,0.0038,0.0043,0.002,0.0268,0.0038,0,3.8604,0.0117,2.1057,0,23.2049,0,0.0027,9.0204,0.3348,0,1.5879,11.2737,0.6789,0.7344,0.1645,1.8182,0.0139,0.0059,13.4169,0.4666,0.0072,0.0377,0,0.0314,0.1559,1.7447,41.9486,0.0762,0.0129,0.2055,0.02,2.7223,0.239,0,0,0,0,0,0,9.3352,9,5.4746,0.54,3.0523,5.1263,1.3079,0,0.1504,0.3781,0.0199,0.1072,0,0.0001,1.9218,0,9,3.6245,2.1842,0.408,0,0.015,1.1186,2.0419,9,0.0288,0,0,0.007,0,0,0
"Comoros",9.84,0.4171,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0396,9,9,9,0,0,0.1791,0.0298,2.4046,2.8397,0.1803,52.943,0,0.1007,0.6897,0.1188,2.8076,0.7062,0,0,0.154,0.5368,0,0,0,0,0.0145,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0.0033,0.2918,0,0.0952,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,9,9,0,9,0,0,0.1481,9,9,0,9,0,0,4.6712,0,0,0,9,0,9,9,0,9,0.0189,0,12.2413,0,0,9,0,1.5879,0,2.2617,0.0215,0.5522,0,0.016,0,0,9,0,0,0.119,0,0,0.0891,9,0.6018,9,0,9,0,9,0,0,0,0,0,0,0,3.4248,0,0.3555,0,0.108,5.2094,0.1035,0,0.0131,9,9,0,0,0,0,0,0,0,0.8472,5.3997,0,0,0.0078,0.4982,0,0,0,0,0,0,0,9
"Mauritius",98.7815,10.1378,0,0,0,0,0,0.0001,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,9.7666,9,0,6.889,17.0273,0.001,359.0923,1.5537,23.7957,0.1598,0.0101,74.0116,0,13.0996,26.6138,8.6059,60.8666,0.1724,1.5473,0.257,0.2995,16.6807,0,0.0682,0,0,0,0,0,9.9617,0.0578,0,0,0,9.2,0,0,0,0,0,0,0,0,1.539,1.3468,0.3872,1.8028,0,0,0,0,0,0,0,0.0006,0,0.0107,0,7.3212,0,2.0561,0,0,0.137,0,0,0,0,0,0,0.0076,0,0,21.6737,0.0643,0,2.0561,0,0.4498,0,0,0.9,0.8461,1.6967,0.2506,199.9588,0,0,0,3.0199,11.2737,2.2617,0,1.735,1.6706,0,0,0,0,0,3.534,0,0.3213,0,0,2.5692,6.8109,2.1846,1.5421,0,15.421,0,8.8671,1.4332,0,0,0,0,0,0,54.0935,9,59.435,2.8914,23.517,134.8236,84.5603,0,17.7716,0.1669,5.6544,0.6976,0.032,0,18.3802,0,9,0,42.1826,39.2301,0,4.3693,14.5857,48.9319,0,21.2606,0,0,0,0,0,0
"Seychelles",3.7982,0.3691,0,0,0,9,0,0,0,9,0,0,9,0,0,0,9,0,0,9,9,0,9,0,0,0,0,0,0,0.2453,9,9,40.945,0,0,19.8419,0.2962,3.7031,3.3005,0.2095,0.8447,0,0.6153,1.8433,0.1094,3.7961,0.3058,0.019,0,0.0093,12.7723,0,0,0,0,0,0,0,0.142,0.0178,0.1562,9,0,9,9,0,9,9,9,0,0,0,0.1462,0.7914,0.1126,1.0494,0,0,0,9,9,0,0,0,9.0011,9,0,0.0005,0,0,0,0,0.104,0,0,0,0,0,0,9,9,0,2.3665,0,9,0,0,0,0,0,0,0,0.8728,0,27.2517,0,0,0,0,0.6789,0.0215,1.735,0,0,0,0,0,0,0,0,0,0,0,0,0.071,9.0195,1.0272,0,0,30.4428,0,0.6004,0.013,9,0,0,9,0,0,3.3238,0,0,9,0,8.873,2.3539,0,2.1552,0,0,0.016,0.0195,0.0195,22.3457,0,0,9,3.4321,29.4394,0,0.057,0,3.0006,0,0.108,9,0,0.001,0,0,0
"Morocco",240.2029,90.5399,0.026,7.6743,0.043,9.6923,0.0036,0.8334,0.001,0,9,0.0006,0,0,0,26.1467,3.0071,0.34,3.321,0.183,0.064,0.592,5.037,7.207,4.1597,0.3588,0.0009,0.337,2.333,116.9219,0.591,0.023,9.373,34.8373,2.625,15.9379,23.9821,81.4123,7.8798,0.5002,241.2793,0,73.1162,158.2987,28.3886,145.9349,63.1684,4.0193,6.697,25.0106,85.7349,0,0.0195,0.1485,0,9.0821,0,0,4.6214,0.042,4.691,0,4.3726,101.593,0,0,0,0,8.283,0,0,0.5181,15.8339,90.2827,32.644,7.5426,0.8111,0,0,0.142,0.6865,0.3833,5.6227,5.7986,17.9259,7.4911,0.2773,20.7055,6.6008,0.0417,0.0946,0.0525,1.104,0.2443,63.6749,9.1803,13.6058,102.1278,3.85,8.1491,3.0473,0.0385,3.9478,0.0385,0.671,0,0,0.0836,2.514,9.3467,1.123,0.3866,3.8315,0.0273,0.891,0,0,0,0,0.7344,0.5522,1.6706,0,0,5.6955,23.5396,42.3993,0.8764,146.5236,57.2357,0.006,9.203,10.0274,1.1365,3.285,0,314.9653,0.3956,33.5403,0.0056,17.245,257.7836,0.1231,0,0,0,0,0,0,105.437,0,31.986,9,29.1993,95.2062,310.8683,0,0.7945,3.097,0.0561,1.465,0,0,4.6128,0,9,0.864,11.477,2.8604,0,5.377,40.4633,0.0344,0,17.171,0,0,0.001,0,0,0
"Algeria",739.554,91.3962,0,54.257,0.0004,8.626,0,0.0419,0,0,0.454,0,0,0,0,10.5324,0,0.297,0.281,0,0.411,2.128,0.827,1.953,5.116,0,0,0.309,23.7817,288.2704,9.4285,27.7486,0.358,11.422,1.719,193.7387,7.3802,490.3365,263.6918,16.7382,220.7594,0,49.8468,192.408,200.0931,823.0116,25.5565,68.9019,6.501,34.1256,1223.893,0,0.1187,0,0,22.3134,0,0,4.3383,20.4757,47.983,0,2.5734,285.372,0,0,0,0,9.007,0,0,0.1483,19.3469,1.635,29.5794,37.5341,0,0,0,0,0,0,0,1.4292,0,17.8618,9.086,0.6813,0.7392,0.0148,11.1155,2.686,0.345,0.144,3.931,1.094,1.4913,0.0057,0,4.192,0.211,0,0,0,0,0,0,9,0,0,0,0,0.0088,0,2.633,0,0,0,0,0.1645,0,0,0,5.6955,0,28.3279,0.6115,0.582,0.427,120.016,0,51.185,15.3622,13.974,2.033,0,12.7863,0.0021,0,0,0,1.182,0.0234,0,0,0,0,0,21.084,154.361,0,0,13.5971,18.448,310.684,9.9244,0,3.0895,0.551,0,0.114,0,0,3.9498,0,0,14.936,21.1414,28.6289,0,3.626,26.6612,37.8829,0,59.054,0,9,1.621,0,0,9
"Tunisia",268.458,61.1071,0.2495,10.2977,0,0.837,0.0272,0.0034,0.0069,0.0088,0,0,0,0.136,0,4.0207,0,0.0068,0.682,0,0,0,0,0.73,4.6923,0,0,1.871,0.17,37.7975,0,0.103,12.3209,50.7161,0.1979,33.8446,2.2769,48.6005,28.2093,1.7906,523.2195,0,65.1916,73.4509,3.2419,129.7122,53.0787,11.8924,11.4539,36.8597,530.1032,0,1.1656,2.7529,0,22.5673,0,0,34.7213,0.1847,33.0201,0,0.9753,75.4485,0,0.2745,0,0,0.433,0,0,0.0084,35.6558,55.7466,1.8909,7.0009,2.1709,0,0,0,0.0181,0.0297,3.7497,1.8866,2.3046,0.2513,0.0529,25.0059,0.3654,0.0099,0.0262,0,46.7228,2.1759,8.7818,0.58,0.9524,0.0024,0.0131,0.1629,1.3331,0.0183,1.551,0.0147,0,0,0.0375,0.1592,5.809,0.0796,0,0,4.665,0,0,0,0,0,0,1.8182,0.016,0,0,23.5396,28.3279,0,250.3945,0.3005,23.1188,29.0666,0.3277,19.5404,17.1832,1.5294,4.5531,0,11.8115,0.0862,0.4977,2.6278,0.3313,2.9533,0.7227,0,0,0,0,0,0,25.5179,0,23.1945,0.7598,20.7839,134.5392,83.7837,0,6.123,2.6514,0.162,3.219,0,0.002,1.5907,0,0,0.96,7.9358,11.8154,0,0.534,19.1697,0.9024,0,6.6369,0,0,0.005,0,0,0
"Libya",0,70.8713,0,31.4017,0,0,0,0.0004,0,0,0,0.003,0,0,0,0.0726,0,0.005,0,0,0,0,0,0.1936,3.2571,0,9,0.9142,0.0297,29.7374,0,0,0.372,14.4998,1.485,147.9731,20.46,110.195,118.028,7.492,335.3782,0,183.5835,1200.8109,82.297,1220.1245,40.7539,74.1994,8.05,47.872,2696.465,0,20.9524,9,0,322.6135,0,0,426.8324,12.7116,14.5069,0,71.0703,100.4,0,0,0,0,9.014,0,0,0,9.8827,4.1185,9.5953,20.0174,0,0,0,0,9.2541,0,0.0033,0.6423,0.023,0.5723,0.0252,1.2955,0.098,0.0102,0,0,0.0251,0.0143,0,0.4162,0,0,0,0,0,0,0.022,0,0,0,0.0055,9.0143,0,0,0,0,4.1971,0,1.6265,0,9,9,0,0.0139,0,0,0,42.3993,0.6115,250.3945,0,179.9732,0,173.796,0,12.9409,13.3449,17.1425,0.0227,0,1.0832,0.9899,0,0.2068,0.0231,1,1.4167,0,0,0,0,0,0,5.4959,0,24.197,1.9628,169.8,164.2964,26.941,0,1.8986,0.5889,0,12.4938,9,0,14.6451,2.5531,0,14.3,7.8662,18.5676,0,0.3399,4.8987,3.5119,0,2.4991,0,0,0,0,0,9
"Sudan",46.26,5.6675,0,0,0,9,0,0.0855,0.001,0,9,0.0001,9,0,0,0,9,0.008,0,0,0,0,0,0.1309,0,0.0016,0,0,0.0649,2.2902,0,0,0.0216,0.748,0,92.8442,2.6671,32.0935,13.2302,0.8398,26.4073,0,15.4481,2.7922,0.225,54.9518,6.8024,6.8203,0,7.2028,47.1792,0,0.3132,0,0,13.2704,0,0,5.2044,3.5202,5.5793,0,15.4438,1.5,0,9,0,0,10.473,0,0,0,0.4496,9.717,0.92,14.6863,0.1678,0,0,0,0,0,9,0,0,0,0,0.0014,0,0,9,0,0.014,0.1137,0,0.2505,9,4.2402,0.1336,0,0,0.1022,12.1362,3.1612,0,0,0.2398,0,0,0,0,0.0002,1.6372,0.0028,8.227,0,9,0,0,0.0059,0,0,0,0.8764,0.582,0.3005,179.9732,0,41.15,8.565,0,28.4949,2.4531,5.8609,9.5962,0,47.2248,6.6576,0,0,0.1238,3.1913,0.9518,0,0,0,0,0,0,38.8167,0,10.1824,0,17.28,38.5947,17.2239,0,2.2872,4.3856,0.0017,0,9,0,38.0961,0,0,0,27.8861,15.881,0,0.141,7.0471,3.9504,2.9226,0.7665,0,0,0,0,0,0
"Iran",810.8,485.5652,178.31,0,0,0,0,0.2256,0.004,0,9,0.058,9,0,0,18.7166,0,0.014,6.187,0,0,0,0.6012,2.481,4.8543,0,0,0,33.9371,656.5632,0.2431,0,62.533,323.586,58.897,1382.4647,21.4319,738.9752,14.2082,0.9019,276.2646,0,712.7736,38.9433,104.8989,6213.3105,279.3108,434.6475,120,164.3663,1222.3429,0,0.1933,9,0,149.06,0,0,602.8785,1.3369,95.43,0,346.4646,210.2,0,0,9,9,13.354,0,9,146.4855,104.2567,284.8615,54.0487,162.1409,0.0851,0,9,0,0,9,0,22.5686,0.0453,0,0,0.0927,0,9.0085,0,0,0.078,0,0,0,0,0,9,0,0,0,32.4976,0,9.7028,0,0,0,0,0,0,0,1.022,0,0,9,0,0,0,13.4169,9,0,0,146.5236,0.427,23.1188,0,41.15,0,296.117,0,2.019,5.467,19.97,22.198,0,281.5623,0.0931,23,2.55,9.7198,1364,108.4751,0,13.4,9,0,9,9,234.024,9,94.9,27.34,393,1032.1514,282.1973,0,83.6684,41.5117,0,31.703,9.006,9,211.9443,0,0,0,13.8811,329.0116,0,114.949,73.6488,156.0515,0,93.431,9,0,0.09,0,0,0
"Turkey",1416.939,44.3153,0,0,0,0,0,1.8465,0.081,0,0,0.0386,0,0,0,10.4426,0.0037,2.0726,0.052,0,0,0.2,0.2138,0.08,2.8573,0,0.088,0,3.9612,186.4962,0.0435,1.1805,25.346,110.733,1.067,384.6574,14.7353,223.2804,278.3137,17.6663,411.9017,0,526.4771,96.3282,25.8095,632.9409,9.6874,69.7476,71.217,108.1794,948.7112,0,12.0685,22,0,24.4,0,0,54.7513,0.5005,148.219,12.8,72.9503,658.116,0,4.3568,0,0,19.082,0,0,37.2168,72.4721,113.6492,43.8756,19.8698,1.4789,0,0,0,0,0,0,2.4513,0.8047,0,0.0944,1.3832,0,0.0603,0,0,1.961,0,0.4647,0,0,0.1051,0,0.748,0,0,0.1264,0,0,0,0,0,0,0,0.1,0.0285,1.5864,0,118.608,0,0,0,0,0.4666,0,3.534,0,57.2357,120.016,29.0666,173.796,8.565,296.117,0,232.292,67.005,162.9194,8.9,118.275,17.476,1305.9197,100.4204,20.535,0,8.2692,232.188,13.3287,0,0,0,1.6,0,0,63.817,0,44,19.1455,61.967,912.5959,16.8527,0,6.1574,1.8749,0,0.952,0,0,51.3189,0,5,0.024,111.463,33.9183,0,20.479,20.159,75.8336,0,36.435,0,0,0.128,0,0,0
"Iraq",0.44,3.6613,0,0,0,0,0,0,0,0,9,0,0,0,0,0.0044,0,9,0,0,9,0,0,0.006,0.0286,0,9,0,0,0,0,0,0,0,0.008,66.7593,4.6431,18.7747,10.3717,0.6584,22.8515,0,15.7944,0,100.0261,7.7443,0.0143,0,0,0.0308,0.7825,0,0,0,0,0,0,0,77.8326,2.8942,0,0,0,0.1,0,0,0,0,0,0,0,0.093,0.5502,3.5931,0.6818,4.1,0,0,0,0,0,0,0,0,0.1812,0,0,0,0,9.1842,0,9,0.0277,0,0,0,0,9,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,9,0.0072,0,0,0,0.006,0,0.3277,0,0,0,232.292,0,0.0091,0.1649,0,355.5214,9,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0.1306,0,0.3047,0,0,0.8272,1.0805,0,2.895,0.1554,0,0.115,9,0,40.4275,9,9,15.6552,0,0,0,0,0.9177,28.995,0,0,0,0,0.013,0,0,9
