"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"Tanzania",62.8142,26.0721,0.0078,0.0326,0,10.1823,0.0039,0.2562,0.0005,0.1494,0.0616,0.0037,0.0001,0.0006,0.1033,1.2336,0.0008,0.0001,0.0023,9,0.0026,0.0028,0.0013,0.1281,0.8813,0.013,0.1305,2.2284,0.011,17.322,0.0987,9.104,0.0012,19.1291,0.0002,98.4904,1.5944,12.2582,4.9467,4.6532,12.3514,0,0,13.4602,1.5599,0,11.4423,3.8515,5.1541,0.2566,4.8293,0.917,0.2632,41.1884,0,0.7524,0.006,0.0304,0,0,0,1.082,0.5188,0.3135,0.4114,0,0.0666,3.5382,0,0.012,0.0039,0.2624,0.0066,0,0,0,10.6196,17.4976,4.6943,22.0056,0.0214,0,0.0032,0,0,0.0881,0.1082,0.123,0,0.007,4.0778,2.1387,0.1126,0.0081,0.0306,0.2572,0.0157,0.0046,0.0252,0.2968,0.0915,0,0,0.133,15.4697,6.1079,64.9414,0,5.1061,3.4297,0.8595,0.0836,0.2325,0.0165,0.2313,0.5475,18.5167,3.6308,7.4429,166.6027,0.0327,0.0182,0.1997,12.093,0.0042,0.0385,3.1855,0.0274,0.6074,1.3249,0.2359,0.0223,0.1559,79.8551,4.5369,0,1.077,0.0187,0.4776,0.1084,2.5128,34.8427,0.0383,0.3381,13.1135,0.2994,43.4973,1.1171,0.0128,9.0067,0,0.0001,0,0,48.0255,0.0043,2.9181,0.1056,17.3439,110.944,29.9535,0,3.0002,0.7476,0.0184,0.0958,0.6449,0.0003,12.8917,9.0028,0,19.4424,17.9143,0.3103,0.0005,0.628,5.3305,77.373,0,0.293,0,0,0.5009,0,0,0.0412,0,0,0,0
"Burundi",4.2425,0.0677,0,0,0,9.1795,0,9.0042,0.0002,9,9,0,0,0,9,0,0,9,9,9,9,0,9,0,9,9,0,9,0,0.057,0.0002,0,0.06,0.0002,0,0.94,0.1421,0.5523,9.0681,0.0672,1.0443,0,0,3.8086,1.8092,0,0.1281,9.161,0.1138,2.2359,2.337,0.4835,0,3.1615,0,0,9,0,0,0,0,0.009,0.0481,0,0.01,0,0.7264,0.1418,0,9,0,1,3.0858,0,0,0,0.615,0.5776,0.4583,0.5446,0,0,9,0,0,0,9,0.0003,0,0,0,0.0163,9.0094,0.0004,0,0,0,0.0127,0,0,9,9,9,0.0189,0.5921,0.0359,6.1064,5.1061,0,1.0999,0,0.1105,0.0043,0,0,0,6.7332,2.2061,0,3.9631,0,9,0,0,0,0,0.768,9,0,0,0.001,0,0,0.1812,0.0408,0,0.275,0,0,0,0,16.6365,0,0,0,9,0.0738,0.2461,9,0,0,0,0,9,4.4547,0,0.0712,0.4321,0.8576,1.1886,2.6013,0,3.2237,0.2569,0,0,0,9,0.28,9,0,0.171,0.0003,0.0525,9.031,0.444,0.2785,0.1842,9,0,0,0,0,9,0,0,0,0,0,9
"Rwanda",45.68,1.5857,0,9,9,9.1703,9,0.0118,0.0013,0,9,0,0.0005,0,0,0,0,0,0,9,0,0,0,0.0002,0,0,0,9,0,0.5104,0,9,0,0,9,2.2143,0.2868,3.4945,13.6271,0.51,7.8001,0,0,0.6945,1.3722,0,0.1946,3.4006,0.0611,0.7029,1.0637,0.4352,0.0045,2.8604,0,0.0006,9,0,0,0,0,0.0284,0.1093,0,0.0582,0,0.548,4.8936,0,9,0,0,1.2094,0,0,0,0.0482,0.9559,0.0991,2.3496,0,0,0,9,9,0,0,0.0007,0.0448,0,0,0.0227,0,0,0,0,0.0054,0,0,0.0574,0.0184,0,0,0,4.3962,1.8098,50.5774,3.4297,1.0999,0,0,0,0.5114,0,9,0,2.2729,0.3775,0.0155,7.7396,0,9,0,0,0,0,0.7456,0,0,0,0.0361,0,0,0,0.1501,0,0.0632,9,0,0,0.11,0.7062,0,0,9,9,4.298,0.0512,9,0,0,0,0,0.11,0.8801,0,0.3927,0,1.32,5.9234,3.9875,0,7.7792,0.0356,0,0,0,0,0.339,0.01,9,2.4885,1.0933,0,0,0,0.8113,0.0614,9,0.0105,0,0,0,0,0,0,0,0,0,0
"Somalia",2.88,0.0453,0,0,0,9,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,9,0,0,9,2.3481,0,0,0,0,0,39.1688,0,9,0,0.21,9.0009,5.3288,0.2035,2.0844,0.2046,0.0126,6.2607,0,0,0.015,0.0809,0,0.001,0.9017,0.0056,2.8357,0.0013,0.094,0,5.4216,0,0.1858,9,0,0,0,0,0.6747,0.0312,0.0081,0,0,0.019,0,0,0,0.0027,0,0,0,0,0,0.0084,0.0695,0,0.1353,0,0,0,9,0,0,0,0,0,0,0,0.0005,0.1809,0,0,0,0.0972,0.1276,0,0,0,0,0.0068,0,0,0.3975,34.6038,0.8595,0,0,0,75.676,0,0,0,0,0,0,0.0171,0.2861,0,0,0,0.0947,0,9,0,0,0,0.0139,0.0165,0,0.6476,0,0.7511,0,0.5141,0.2068,0.235,0.0173,9,32.6502,26.1554,2.7158,1.812,0,25.4436,7.6396,0.0057,0,0,0,0,0,0.4719,0,0.0011,9.4279,0,0.4433,16.03,0,2.6039,0.1333,0,0,0,9,10.5865,0,0,0.0451,3.6378,0,0,0.0279,10.6648,0.0352,9,0,0,0,0,0,0,0,0,0,0,0
"Djibouti",19.81,2.0118,0,0,9,9,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,10.2597,9,9,0,3.5896,0,34.9001,0.0605,15.8189,10.5621,0.0473,62.5007,0,0,0.3453,3.275,0,0.2993,8.1129,0.2302,1.0051,0.351,0.1244,0.0023,22.926,0,3.054,0,0,0,0,0,0.1045,0.3506,0.1788,0.3014,0,0.044,0.2583,0,0,0.0475,1.32,9,0,0,0,1.1815,8.3159,0.3535,2.0576,0,0,0,0,0,0,9,0.0002,0,0,9,0.0128,0.0159,0.0108,0,9,9,0,0,0.0046,0,9,0,0,0,0,2.7195,0.0836,0.1105,0,75.676,0,45.191,0,0,9,0.0022,0,0.0253,3.7531,0,0,0,0,0.0019,0,0,0,0,0,0.3999,9,0,0,2.6532,9,3.6052,0,0.198,0.6949,0,84.6544,26.5878,0,0.0046,9,2.6564,2.6293,9,0,0.3242,0,0,0,41.7865,0,5.6782,10.1944,30.36,25.6398,12.5825,0,2.8838,0.4338,0,0,9,0,7.7371,0,9,0.4378,6.8454,20.0233,9,0,11.9721,0.4564,0,0.3919,0,0,0,0,0,0,0,0,0,0
"Ethiopia",37.46,1.1345,9,0.001,9,9.5272,0,0,0,0,0,0,9,0,0,0,0,0,9,9,0,0,0,0.0224,0,0,0,0.005,0.0319,5.665,0,0,0,0.0532,9.0008,42.7785,5.9871,18.3654,28.4526,0.0866,40.7384,0,0,5.64,55.4056,0,0.1411,17.1046,2.6434,4.3067,2.1385,3.5119,0.9726,86.196,0,0.3645,0,0,0,0,0,0.0051,12.6688,0.7807,1.9096,0,9.687,82.6437,0.009,9.0086,0.0204,14.45,4.3754,0,0,0.0104,2.3291,26.6037,0.6299,12.9423,0.0181,0,9,9,0,0.0008,9,0.0051,0.0068,0,0,0.0654,0,0,0,0,0.0052,0.0047,0,0.2521,9.0072,0,0,0,0,0.0428,17.2062,0.2325,0.0043,0.5114,0,45.191,0,0,9,0,0.032,1.6801,0,16.1828,0,0,9,0,0.0192,9,0.0172,0,0,7.4119,5.9889,0.0001,1.8794,0,26.1162,0,12.5232,0,0.105,3.5008,4.48,319.5958,3.3829,14.8468,0.0125,9,6.811,0.5017,0,0,0,9,0,0,58.434,0,1.3589,3.1787,29.16,27.9032,64.3425,0,3.2023,0.5254,0,1.3443,0,9,2.2241,0,0,0.2299,4.6844,3.0373,0,0.6576,2.5625,7.3252,0,0.173,0,0,0,0,0,0,0,0,0,0
"Eritrea",5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.0383,0,0,0,0,0,0,9,0,0.1,0,9,8.8083,0.0715,6.9654,3.4753,0.4553,7.5424,0,0,0,5.8818,0,0.626,7.72,0.0771,0.2695,9.086,0.2484,0.0005,42.8817,0,0,0,0.0081,0,0,0,0.0008,2.3296,0.2542,0,0,0,8.3445,0.11,0,0,0,0,0,0,0,0.3871,1.3925,0.2772,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0482,0.0165,0,0,0,0,0,0,0,0,0.0749,0,0,0.9874,0,0,0,0,0,0,0,0,0,0,9.0124,0,0,0,9,0,0.4111,0,0.05,1.1086,0.4,8.8546,0.4956,9,9,9,0,9.0074,0,0,0,0,0,0,0.724,0,0,0,37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373,0,0,0,3.4193,0.2171,0,0.0083,0,0,0,0,0,0,0,0,0,0
"Angola",2291.89,4.5545,0,9,0,9,0,0,0.0003,0,9,0,9,0,0,0,0,9,0,0,9,0,0.0241,0.172,0,0,0,42.2302,1.5323,41.0157,0.0007,0,0.066,7.7272,0.4282,100.3556,3.7679,83.1235,446.4336,0.5829,69.5513,0,0,7.9092,46.9365,0,312.1761,71.6503,2.3929,0.6528,0.5195,0.3768,24.735,51.42,0,0,0,0,0,0,0,0.0216,1.0238,0.0118,0.1326,0,0.011,21.9086,0.012,0,0.0869,23.98,95.0682,0,0,1.0559,1.865,4.6263,7.4682,8.5258,0,0,0,0.0041,0,0,0,0.2141,0,9,0.026,12.6598,0,0.0057,0,9,13.2899,0.0197,6.1718,0.2209,0.6637,0,0,4.0588,0,0,0.2571,0.2313,0,9,0,0,9,0,0,0.22,0.1236,6.7412,0,175.849,0,0,0,9,0.0001,9,0.003,0,0,0.016,0.0208,0,0,0,2.892,0,0.2301,9,1.188,0.4856,0,0.172,0,0,0.124,9,0,1.615,0,0,0,0.44,0,9,323.5888,0,277.6585,0,312.84,5.2628,7.205,0,0,9.0669,0,0,0,0,10.6384,0.011,0,7.4107,1.4553,15.5499,9,1.2143,12.6686,1.3189,0,0.2102,0,0,0,0,0,0,0,0,0,9
"Mozambique",32.7,15.0927,0,0.22,0,0,0,0.0132,0.0526,0,9,0,9,0,0,0.0569,0,9,9,0.002,0,0.0057,0,0.009,0,0,9,0,0,2.7969,0.01,0,0.01,3.3,0,9.2747,1.0841,5.5308,0.7041,0.0234,4.4612,0,0,0.5,40.5585,0,1.2321,4.424,0.7252,3.0077,0.653,0.0559,0.006,5.0839,0,0,0,0.0009,0,0,0,0.014,0.143,0.0353,0.213,9,0.52,0.5311,0,9,0.0255,0.1,0,0,0,0,0.2,3.8219,0.1747,1.096,0,0,0,0,0,0.1,0,0.0856,9.0242,0,0,0.0747,0.0007,0,0,9,0,0.1,0,0,0,9,0,0,0.11,0,0.55,0.5475,0,0,0,9,0,0,0.22,0,1.2358,6.4146,2.58,278.2259,3.7,0,0,21.9,0.0178,0,2.6709,0,0.22,0,0.0221,0,0,0,0.1531,0,0.0421,0,0.11,0.0269,0,3.0876,0,0.0182,0,0,3.5,0.5089,0,0,0,0,0,0,0.879,0,1.2,9,2.9,26.0203,11.325,0,22.6,0.5,9,0,0,0,2.8807,0,0,1.354,1.1859,2.4209,0,0.2814,10.5912,12.5958,9,0.4813,0,0,0,0,0,0,0,0,0,0
"Zambia",11.9671,3.5038,0,0.1049,0.0016,0.0296,0.0004,0.0001,0.0001,0.0276,0.002,0,9,0.0285,0,0.5841,0.0255,0,0.0139,0.007,0.5345,0.0073,0.0008,0.1739,0,0,0.0047,0.0182,0.0038,0.5486,0,0,0.0516,2.306,0.0073,64.7236,1.8944,35.1355,27.3562,0.0118,4.5944,0,0,2.9056,7.0465,0,3.0575,19.6314,2.1384,0.4417,0.0564,0.4082,0.3256,8.6086,0,1.23,0,0.0083,0,0,0,0.2034,1.2956,1.2946,0.4333,0.0004,0.0746,0.073,0.001,0.0003,9.2064,0.2739,0.0005,0.0007,0.0462,0.002,40.0357,4.0977,1.3711,9.7055,0.0268,0,0,0,0,0.0429,0.0295,0.1454,0.0116,0.006,0.2083,0.2258,0.0056,0.0348,0.0063,0.0004,0.0034,0.0203,0.0004,0.1351,0.0105,0.0007,0,0.0313,0,5.9091,0.4812,18.5167,6.7332,2.2729,0,0.0022,0.032,0.0749,0.1236,1.2358,0,51.2065,63.2154,335.6377,0.3533,0.0228,3.1292,3.2557,0.0021,0,2.0275,0.0137,0.0108,0.0066,0.0341,0.0003,0.2612,0.1548,0.054,0.0022,0.0411,0.0026,0.0956,0.028,1.2094,30.9429,0,9.872,0.0022,11.4831,9.3171,0.4363,0,0.0186,0.0009,0.0091,0.0002,0,10.2344,0,3.8462,0.1701,0.7637,66.7325,11.9471,0,0.3418,0.0169,0,0.0909,0.0459,0.021,53.4016,0.0297,0.001,1.9293,22.8705,2.2742,0.0458,0.0006,0.964,0.1297,0,0.3455,0,0.0522,0,0,0,0,0,0,0,0
"Zimbabwe",34.1944,7.4545,0,0.1565,1.9102,0.0299,0.0486,0.0111,0.0011,0.3031,0.0493,0.0015,0,0.0015,0.0085,0.2146,0.0386,0,0.0088,0,0.0435,0.0213,0.0236,0.0216,0.3971,0,0,0.0401,0.0441,5.944,0.0095,0.1352,0.4227,11.8059,0.089,57.535,5.4111,106.1184,8.1833,0.0165,37.803,0,0,9.9007,35.9103,0,23.3322,37.0102,41.2421,8.0926,5.1428,12.1312,0.6068,65.9052,0,0.0204,0.0069,0.0162,4.0445,0,0,1.1265,18.3486,0.2197,8.9935,0.0007,0.0652,18.1699,0.0039,0.2895,0.8739,4.9932,1.0068,9,0.0584,0.0425,1.714,4.6782,3.6233,6.768,0.599,0,0.0603,0,9,0.0019,0.6708,0.6084,0.0011,0.0108,0.0067,0.1999,0.0043,0.0056,0.0261,0.0866,3.4902,0.0019,0.3215,5.0093,0.1775,0,0,2.0276,8.6071,1.8901,0.3777,3.6308,2.2061,0.3775,0,0,1.6801,0,6.7412,6.4146,51.2065,0,72.5311,629.2861,6.3752,1.6595,27.1434,11.529,0.1202,0.0017,0.5661,0.1172,1.8037,3.7083,2.2869,1.5,4.4528,3.8451,20.0347,0,2.014,0.0956,0.3528,1.4301,13.0796,0.2548,0.3195,0.5783,0.2949,3.31,7.9862,1.661,0,0.0039,0,0.1,0.0004,0.0196,17.3905,0.0002,4.553,0.0971,10.5279,91.9126,17.927,0,2.9525,0.2445,0,0.2032,0.0147,0.0906,21.2922,0,0,2.2978,0.8289,5.8622,0.0005,15.0735,9.7663,5.1341,0.0085,1.022,0,0,0,0.0028,0,0.0713,0,0,0,0
"Malawi",66.54,2.5706,0,0,0,9.0916,0,0.054,0.0694,0.0011,9,0.0059,0.0067,0,0,0,0,9,0,0,9,9.4183,0,0.0007,0,0,0,9.0019,0.561,0.1155,9,0,0,3.4842,0,13.6022,0.6256,43.2859,2.9188,0,0.5966,0,0,3.2998,12.7922,0,12.8219,49.2818,20.5314,1.2834,13.5962,9.4722,0.8046,1.8125,0,0.0252,0,0.063,0,0,0,1.1464,2.0975,0.7743,1.54,0,0.674,7.5823,0,0,0.2057,3.5,0,0,0,0,0.9501,0.4604,0.1752,3.4034,0,0,0,0.1135,0,0.0168,0,0.0695,9,0.0295,0,0.0392,9.0173,0.007,0,0.3097,0.0469,0,0.0075,0.0527,0.327,0,0,0,0.8196,1.5785,6.4416,7.4429,0,0.0155,0.0171,0.0253,0,0,0,2.58,63.2154,72.5311,0,175.9761,9,0,0,0,0.0053,0,1.2308,0.0562,0,0,1.2491,0,0.0415,0,11.1955,0,6.5487,0,0.033,2.4828,0.11,0,0,0.0015,0,0,0,0.0283,0,0,0,9.2,9,0,17.6922,0,1.1161,9,3.96,6.5496,18.92,0,3.8789,0.0522,0,0.0452,0,0,1.0209,0,0,0.0407,0.489,0,9.0128,0.5088,1.0279,5.2644,0.5476,1.6049,0,0.493,9,0.2307,0,0,0,0,0,0
"South Africa",293.9729,223.0105,1.3144,0.1625,0.3606,0.8449,2.1662,15.4106,0.1915,1.9355,0,0.0211,0.2375,0.7693,0.0055,45.648,0.068,1.0797,2.2862,0.9883,0.1715,3.7944,0.5298,17.3194,6.7893,0.4181,3.2816,1.7866,2.3515,54.0152,0.9649,3.4406,23.5235,108.6609,3.901,136.1739,346.0983,253.2484,501.9351,11.7293,354.9637,0,0,404.9213,355.1486,0,40.5935,1193.5249,68.603,49.4486,14.4729,8.1483,4.5329,1379.7161,0,2.9326,0.8167,1.4819,4.9311,0,1.2896,2.2327,33.6405,4.468,6.8521,0.0327,7.9017,66.1934,1.1684,11.0417,2.3925,4.2036,2.1268,0.105,1.2948,0.0434,277.1171,337.3575,13.9745,23.4167,3.9465,0,1.0848,0.145,5.8527,0.7127,19.8373,15.3765,4.3859,1.1396,0.2843,13.0704,7.5595,1.8327,123.8209,1.6082,99.1047,1.6846,8.7588,130.6872,11.176,0.7756,0.1622,17.6122,140.2017,42.9084,221.6854,166.6027,3.9631,7.7396,0.2861,3.7531,16.1828,0.9874,175.849,278.2259,335.6377,629.2861,175.9761,0,0,0,9,0,21.728,14.6712,58.8362,44.6687,30.38,7.489,1.58,2.6871,69.8625,685.6986,68.3979,19.3936,13.6118,3.682,6.25,2.6089,85.593,683.2441,0.3339,135.4202,0.1088,4.1199,14.7448,6.5928,0,0,9,0.7724,0,4.5612,157.2395,0,16.2721,2.2833,771.1323,219.3127,1469.5649,0,12.9292,3.8154,0.3456,19.3583,2.4939,0,52.2951,100.0379,0.1085,13.8568,155.4631,46.1546,7.333,7.6225,80.9612,131.0449,1.8841,12.2715,0,0,9,0.7148,0.0119,0,0,9,0,0
"Namibia",166,93.9114,0,0,0,9,0,0.0007,0.0218,0,9,0,0.0033,0,9,9,0,0,0,0,0,0,0,0,0,0.307,0,0,0,0.3952,0,0,0.03,0.0057,9,100.5907,2.4943,4.2872,52.7332,0.314,9.9654,0,0,1.2,199.6479,0,1.3657,0.564,0.0095,0.9333,0.005,0.4668,0.0538,11.8751,0,0.0058,0,0,0,0,0,0.0087,0.6371,0.2281,0.011,9.0017,0,12.2774,0.02,0,0.0556,3.1,0,0,0,0,0.9587,2.0718,3.2316,0.46,0.7503,0,0,0,0,0,0,0.0215,0,0,0.0016,0,9,0,9,0,0,0.002,1.223,6.2168,0,0.213,0,0,0,0,0,0.0327,0,0,0,0,0,0,0,3.7,0.3533,6.3752,9,0,0,0,0,0,0.003,0,0.1439,0.0187,0,9,0.0167,0,0,9,0.431,0,0.0022,0,0.18,0.5123,0,7.2662,0,9.0002,0.0008,0,0,0,0,0,0,0,0,0,5.0278,0,0,0,0,0,5.6,0,9,0,1.2645,0,0,0,0.451,9,0,0,2.6002,0,0,0.0709,2.5892,22.8837,0,0.0724,0,0,0,0,0,0,0,0,0,9
"Lesotho",111.6,1.9524,0,0,0,9.1225,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0.002,0,0,0,0,0,0.002,0,0,0.13,0.1481,0,1.2185,0.0083,0.0097,14.5661,0,0.0039,0,0,0,0.0929,0,0.0041,0.228,0.0001,0.1041,0.023,0.0309,0.0581,1.5647,0,0,0,0,0,0,0,0.0041,0,0,0,9,0,9.2202,0,0,0,0,9.0007,0,0,0,0.7078,2.1383,0.6528,0.181,0,0,0,0,0,9,0,0,9,0,0,0,9.031,9,0,9,0,0.0227,0,0,0,9.0406,0,0,0,0,0,0.0182,9,9,0,0,0,0,0,0,0.0228,1.6595,0,0,0,0,0,0,0.0391,0,0,0,9,0.0001,2.7676,9,9,0,0,0,0,0,0,0,0,0.2043,9,0,0,0,0,9,0,9.2,0,0,0,0,7.9237,0,0,0,18,1.0596,0.175,0,0.0128,0,0,0,0,0,0.0281,0,9,0.316,3.6033,0,0,0.1384,9.1897,0.0039,0,0,0,0,0,0,0,0,0,0,0,0
"Botswana",16.3,1.5535,0,0,0,0.4902,0,0.0001,0,0,0,0,9,0,0,0,0,0,0,0,0,0.072,0,0.0066,0,0,9,0,0,0.5316,0,0,0,0,0.0908,366.5623,2.5847,4.6816,0.546,0.0023,4.5695,0,0,4.8,1.4133,0,2.553,8.404,0.1678,1.5666,0.539,0.7241,0,1.0773,0,0,0,0,0,0,0,0.0273,3.793,0.6748,0.037,0,0,0.0134,0,9,0,0.1,0,0,0.0157,0,0.2422,14.8713,79.6341,4.453,0,0,0,0,0,0.0003,0,0,9,0,9,0.0016,9,9.0013,9,0,0,9,0.1803,0.0158,0,0,0,0,0,0,0,0.1997,0,0,0,0,9,0,0,0,3.1292,27.1434,0,9,0,0,0,0,0.0029,9,0.0075,0,0,0.0001,0.001,9,0,0,0.461,9,0,0,9,9,4.3,0.3786,0,9,0,9,0,0,0,0,0,9,0,0,11.706,0,0,0,51.6,0.5247,2.125,0,0.4132,9,0,0,0,0,0.3521,0,0,0,0.5708,0,9.0185,0,2.6822,1.1814,0,0.1574,0,9,0,0,0,0,0,0,0,9
"Swaziland",26.5,1.5644,0,0,0,9.1043,0,0.0106,0.0254,0.0107,0,0.0826,0.0001,0,9.0054,0,0,0,0,0,0,0,0,0.0086,0,0,0,0,0,1.685,0.0054,0,0,0.0087,0,44.6845,0.1509,6.5507,4.8956,0.009,27.6449,0,0,0,2.3716,0,11.6606,1.43,0.021,0.0159,0.211,0.1252,0.1052,2.0101,0,0.0088,0,0,0,0,0,0.0191,0.0399,0.072,0.005,9.0003,0.09,9.006,0,9.0017,0,0,9,0,0,0,15.5322,0.018,0.0255,0.38,0,0,0,0,0,0,0,0,9.8402,0.0258,0,0.0004,0,0.0031,0,0,0,0,0,0.2264,0,0,0,0,0,9,0,12.093,0,0,0.0947,0,0,0,9,21.9,3.2557,11.529,0,0,0,0,0,0,0.0265,0,5.2896,0.3931,0,0,0.9085,0,0,0,0.0025,9,0,0,0.24,0,0,0,0.1493,0.0378,0.1633,9,0,0.0269,0,0,0,0,0,0,9.7257,0,0,0,1.2,7.6586,0.45,0,0.009,1.6797,0,0,0,0,8.4049,0.76,9,0,1.0268,7.3373,9.0566,0.3878,7.3783,0.1147,9.0075,0.0091,0,0,0,0.0428,0,0,0,0,0,0
"Madagascar",65.4622,3.4667,0.0002,0.0204,0.0436,0,0,0.0001,0.0023,0,0,0.0011,0,0.0001,0,0.0131,0.0002,0.0007,0,0,0.0291,0.1031,0.0163,0.001,0.0019,0.0143,0.0019,0,0.4889,1.5802,0,0.0546,0.2751,0.1728,0.0434,26.5164,0.38,7.5523,24.8922,0.0934,209.6734,0,0,0.3876,18.0675,0,7.4398,32.9296,1.4703,1.4995,0.0242,2.3719,0.256,35.4993,0,0.184,0.0226,0,0,0,0,0.0034,0.1197,0.0348,0.3147,9,0.162,0.0829,0.01,0.577,0.0048,0.8,0.0776,0,9,0,1.9093,7.4252,0.3985,2.2384,0.0447,0,9.0496,0,0,0.0021,0,0.7447,0.0003,0.0027,0.0016,0.1085,0.0163,0.012,0,9,0.0002,0.0094,0.0098,0.1143,0.3977,0.0159,0.0047,0.0037,0.0301,0.039,0.163,0.0042,0,0,0,0.0019,0.0192,0,0.0001,0.0178,0.0021,0.1202,0.0053,21.728,0.003,0.0391,0.0029,0.0265,0,0.786,17.46,1.6269,1.3179,14.7069,1.3997,0.0289,0,0.6102,1.6841,0,0.0512,0.0075,0.31,0.0212,0.6397,0.4169,0.0077,0.1095,0.3164,0.0529,0.9136,18.0394,0,0,0,0,0,9,23.5357,9,1.7638,0.1917,7.8819,2.3778,6.7551,9,10.0096,0.0097,0,0.0002,9,0,1.6768,0.0122,9,3.546,6.533,12.488,0.0017,0.1299,2.769,1.7303,9,0.3752,0,9,0,0,9,0.0034,0,0,0,9
"Comoros",1.79,0.0062,0,9,9,9,0,0.0039,0.0001,0,0,0,0,0,0,0,0,0,0,0,9,9.002,0,0.0001,0,0,0,9.0781,0,1.1275,0,9,9,0.0119,0,1.6833,0.0118,1.4552,2.521,0.0021,13.8914,0,0,0.0471,0.4388,0,0.0319,0.4488,0.0284,0.0542,0.003,0,0.0001,0.8599,0,0.0054,0,0,0,0,0,0,0.0122,0,0.0264,0,0.17,9.0092,0,9,9,0,0.004,0,0,0.003,0.0139,0.0572,0,0.0968,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,9,9,0,9,0.0024,0.0198,0,9,9,0,9,0,0,3.7863,0.0385,0,0,9,0,9,0,9,0,0,0.0017,0,14.6712,0,0,9,0,0.786,0,0.6429,0,0,0,0,0,0,9,0.028,0,0.0455,0,0,0,9,0.4417,9,0,9,0,3.5852,0.0295,0,0,0,0,0,0,0.8035,0,0,0,0,0.5891,1.5675,0,2.2641,9,9,0,0,0,5.0455,0,0,0,0.1,0.6956,0,0.0221,1.9945,0.1038,0,0,0,0,0,0,0,0,0,0,0,9
