"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Marshall Islands","Federated States of Micronesia","Samoa"
"Uganda",11.68,0.6931,0,0,0,0,0.0005,0.0041,0,0,9,0,0,0,0,0,0,9,9,0,9,9,0,0.06,0,0,0,9,0,0.5313,9,9,0.0772,0,0,38.6137,3.526,1.1914,5.822,0.398,4.3935,0,0,1.7508,12.7102,0,7.2091,17.5794,0.9939,7.1038,0,0.438,0.2321,4.3352,0,0,0,0,0,0,0,0.514,1.2666,0.2599,0,0,0.44,0.19,0,0.0603,0,0,0,0,9,0,0.3246,0.7835,0.4122,3.6745,0,0,0,0,0,0,9,0.0026,9.5583,0,0,0.0062,0,0.0054,0,9,0.0249,0,0,0.0073,0,9,0,0,0,0,121.3695,5.101,0.7902,0.7973,0.1751,0,0,0,0,0,0.0242,3.2216,0.0301,2.7568,0,0,0,9,0.695,0,0,0,0,1.1176,0.1492,0,0.1216,0,0.633,0,2.1398,0,0,0.8773,0,8.444,0.0254,0,0,0,9.1023,0.0077,0,0,0,0,0,0,6.8543,0,1.1843,0,2.76,28.9438,30.4817,0,1.452,0.5635,0,0,0,0,2.7619,0,0,0,0.6059,11.3335,9,0.0011,1.3059,0.8759,0.0017,0.074,0,0,0,0,0,0
"Kenya",0.6707,0.315,0,0,9,0,0.01,0.0884,0.044,0,9,0,0,0,0,1.0793,0.0005,0,0,0,9,0.0037,0,0.169,0,0,0,0,0,1.1026,0.089,0,0.061,17.7803,0.0108,51.2702,10.1719,30.5949,21.3129,1.4571,20.9987,0,0,1.2172,6.0564,0,2.4959,4.2828,1.794,3.4671,1.0039,0,0.0719,40.1738,0,0.0035,0,0,0,0,0,1.118,3.6127,0.025,1.7395,0,2.448,2.7,0.0004,9,0,0,0,0,9,0,1.3634,11.6135,3.6457,10.273,0.0218,0,0,0.0535,0.0224,0.0233,0.0826,0.281,0.1552,0.6272,0.0741,0.665,0.0009,0.4177,0.2552,0.0686,0.1568,0.0659,0.1377,2.3015,0.0004,0.0025,0,0.0035,9.7609,121.3695,0,94.165,5.8413,25.8354,44.5679,3.7127,20.9692,0,0.01,2.9309,3.7587,10.3804,1.1809,0,0.013,0.002,0.7389,0.0857,0.7605,5.7496,16.5069,3.4141,0.0184,0.0061,0.19,0.0333,31.223,20.5412,0.726,0,47.9256,0,0.3672,0.9475,7.9459,74.9169,0.3385,0.4596,7.1609,0.0147,251.7412,0.5059,9,0,0,0,0,0,19.8372,0,7.4794,0.0732,6.9803,112.1981,36.0401,0,102.8696,0.065,0,2.2805,9,0,7.0921,9,0,1.6324,32.7535,8.4325,0,1.271,10.7163,2.8533,0,1.6046,9,0,0,0,0,9
"Tanzania",23.29,5.2598,0,0,0,9,0,0.2216,0.012,0,0,0.0003,0.0006,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0.8437,0,0,0.048,2.4984,0,141.5176,4.5614,16.5117,31.8055,2.1745,3.4555,0,0,7.2818,3.5345,0,22.2938,32.651,0.7448,3.1835,0,0.0742,0.1309,45.5693,0,0.0997,0,0,0,0,0,1.785,0.4244,0.277,0.8932,0,1.98,0.92,0,0,0,0,0,0,0,0,10.166,40.1041,11.8439,6.838,0.0015,0,0,0,0,0,9,0.0411,0,0,0,0.0129,0,9.0001,0,9,0.2704,9,0.8896,0.0054,9,0,0,0,0.3091,5.101,94.165,0,11.4087,27.4165,0.9907,0.394,0,0,0,1.4,2.6168,4.065,1.3565,13.0326,0,0.0074,0.1993,3.6615,0.0844,0,0.102,0,0.757,0,0,0,3.7619,0.11,3.42,0,2.0884,0,0.0074,0.1251,0.74,126.2987,0.0586,0,2.7461,27.0598,38.0843,49.3204,0,0,0,0,0,0,36.4722,0,3.6696,0.9095,12,81.8146,25.6209,0,8.1417,13.0512,0.0408,0,0,0.0751,25.5955,0,0,0,0.5835,27.9978,0,1.2221,2.9323,5.2075,0,0.8426,0,0,0,0,0,0
"Burundi",1.3025,0.289,0,0,0,9,0,9,0,0,9,0,0,0,0,0,0,9,9,9,9,0,9,0.008,9,9,0,9,0,0.23,0.0926,0,0.083,0,0.003,0.6509,0.0512,1.5886,12.0838,0.8262,18.986,0,0,4.85,2.2149,0,1.6671,22.174,0.104,0.9138,0,9.6685,0,8.1279,0,0.0557,9,0,0,0,0,0.291,0.2712,0.0019,0,0,0.0774,0,1.265,9,0,0,0,0,0,0,1.8613,1.6399,1.857,0.8465,0,0,9,0,0,0,9,0.0007,0,0,0.0035,0.1588,0,0.0039,0,0,0,9,0,0,0,9,9,0,1.6798,0.7902,5.8413,11.4087,0,2.5776,0,0.5787,0,0,0,0,5.047,2.2113,0.0288,0.0766,0,9,0,0,0.0254,0,0,9,0.104,0,0,0,0,12.5719,0,0,0.0099,0,0,0,0,0.2302,0,9,0,9,1.1121,0.1861,9,0,0,0,0,0,8.1352,0,1.3358,0,1.9619,18.3877,1.3712,0,2.1788,0.7418,0,0,0,9,2.5594,0,0,0,0.199,0.1092,0,0.001,9,0.1915,9,0,0,0,9,0,0,9
"Rwanda",3.81,2.2498,0,9,9,0,9,0.0001,9,0,9,0,9,0,0,0,0,0,0,9,0,0,0,0.008,0,0,0,9,0,0.3839,0,9,0,0,0,2.6773,0.216,8.0185,17.7748,1.2152,22.4846,0,0,2.6291,0.0802,0,0.3704,10.4399,0.9394,0.0548,0,0.0371,0.0598,6.2975,0,0.6593,9,0,0,0,0,0.304,1.6709,0,0,0,0,9.11,0.0455,0,0,0,9,0,0,0,0.1153,0.4825,0.0613,2.9126,0,0,0,9,9,0,0,0,0,0,0,0.0105,0,0.001,0,0,0.0024,0.0157,0,0.0391,0,0,0,0,1.9404,0.7973,25.8354,27.4165,2.5776,0,0,0,0,0,9,0,0.1826,0.7512,0,1.6192,0,9,0,0,0.0136,0,1.3089,0,0,4.353,0.0993,0,0,0,0,0,0.4716,9,0,0,0.22,0,0,0,9,9,2.9577,0.2845,9,0,0,0,0,0,3.3854,0,0.3819,0,2.64,25.8669,1.7843,0,6.4237,0,0,0,0,0,1.2378,9,9,0,2.4353,0,0,0,0,0.0321,9,0,0,0,0,0,0,0
"Somalia",33.35,3.6392,0,0,0,0,0,0.0428,0,0,0,0.0116,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,3.2351,0,9,0,0,9,5.4801,14.6989,3.5832,1.2449,0.0851,1.8691,0,0,0.806,0.242,0,0.0586,4.9564,0.0694,0.3729,0,0.0337,0.0104,20.7357,0,0,9.001,0,0,0,0,0.026,0.33,0.018,0,0,0,9,0.0032,0,0,0,0,0,0,0,0.0002,2.4299,0.1415,0.7225,0,0,0,9,0,0,0,0.0296,0,0,0.0027,0,0.4779,0,0,0,0.0428,9,0,0,0,0,0.003,0,0,0.1751,44.5679,0.9907,0,0,0,33.3396,0,0,0,0,0.0265,0.0017,0.0294,0.5156,0,0,0,0.0463,0,9,0,0,0,0,0.0044,0.0056,0.2853,0,1.533,0,0.7463,0.1132,0,0.0429,9,35.4321,28.3297,0,0,0,0.7349,0.024,0.0025,0,0,0,0,0,0.1709,0,0.388,9.1885,15.84,5.0162,0.8916,0,0.4315,0,0,0,0,9,6.6627,0,0,0,1.9301,0,0,0,0.0143,0.2249,9,0.1824,0,0,0,0,0,0
"Djibouti",14.52,0.3329,0,0,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0.4015,9,9,0.3003,9,0,34.1048,0.942,16.9831,5.0451,0.3449,69.3234,0,0,1.0171,1.2266,0,0.415,9.9947,0.0414,1.0367,9.1361,0.0371,0,27.3811,0,1.3406,0,0,0,0,0,0.285,0.0027,0.4641,0,0,0.33,0.9,0,0,0,0,0,0,0,0,0.256,1.6994,0.1094,2.8186,0,0,0,0,0,0,9,0.0208,0,0,9.0106,0.0342,9,0.0064,0,9,9,0,0,0.0031,0,9,0,0,0,0,3.7127,0.394,0.5787,0,33.3396,0,7.6834,0,0,9,9,0.0104,0,9,0,0,0,0,0.002,0,0.0623,0,0,9,0.0735,9.0145,0,0,0.937,9,2.4679,0,0.5668,0.6941,0,47.5655,42.1486,0,16.4574,9,5.8454,0.1284,9,0,0,0,0,0,12.1767,0,12.0369,9.5262,25.08,25.0213,11.0673,0,5.8024,9.0111,0,0,9,0,40.6704,0,9,0,0.2655,10.937,9,0.0066,9,0.1099,0,0.0363,0,0,0,0,0,0
"Ethiopia",49.652,10.0405,9,0,9,9,0,0.0006,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0.06,0,0,0,0,0,3.544,0.0005,0,0.079,0,9,10.2454,4.0783,25.3672,16.8481,1.1519,0.6857,0,0,11.424,1.1007,0,0.3965,30.9256,1.119,0.9488,0.096,1.892,0.3347,43.9191,0,0.2837,0,0,0,0,0,0.118,7.811,0.1315,0.064,0,0.268,4.9,0,9,0,0,0.088,0,0,0,1.0209,18.6278,1.2104,13.5877,0.003,0,9,9,0,0,9,5.3626,0,0,0.0283,0.1331,9,0.0013,0,0,0,9.0333,0,0,0,0,0,0.0071,0,0,20.9692,0,0,0,0,7.6834,0,0,9,0,0.0006,0.2304,0,0,0,0,9,0,0.001,9,0,0,0,0.059,0,0,0,0.3,10.418,0,0.8985,0,0,2.4841,25.064,139.0941,1.4141,0,0,0,0.55,0.0807,0,0,0,0,0,0,11.723,0,0.612,0,4.284,15.3188,10.1462,0,0.2242,14.0847,0,0,0,9,7.4108,0,0,0,1.2751,3.608,0,0.011,6.6183,4.9524,0,0.1557,0,0,0,0,0,0
"Eritrea",0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,37.7461,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angola",2052.1401,18.5795,0.9101,9,0,9,0,0,0,0,9,0,9,0,0,0,0,9,0,0.1685,9,0,0,0,0,0,0,0,0,7.8716,0,0,28.7145,7.6527,0,12.9405,3.29,37.2607,29.1472,1.9928,30.3842,0,0,23.6913,59.0773,0,374.9635,61.0345,0.0066,12.3351,0,0.7051,0.0266,59.3848,0,3.0743,0,0,0,0,0,0.043,2.2275,0.0509,0,2,2.2,53.81,0.0069,9,0,0,0,0,0,0,0.5993,7.3765,4.172,6.2755,0,0,0,0.0018,0,0,0,0.1813,0.0006,9,0.1095,2.5812,0,0.0107,0,9,5.8007,10.525,0.369,0.156,0,0.0174,0,15.5338,0,0,0.01,0,0,9,0,0,9,0,0,0,0.0475,3.553,0.0343,88.3195,0,0,0,9,0.0076,9,0,0,1.1099,0,0.0132,0,0,0,0.392,0,0.7006,9,0,0.0787,0,0,0,0,0,9,0,0,0,0,0,0,0,0,168.3801,0,14.565,0,13.92,9.5328,7.9084,0,0,9.2933,0,0,0,0,3.4312,9,0,9,15.4439,0,9,0,2.0649,0.0939,0,0.6826,0,0,0,0,0,9
"Mozambique",23.4,5.2991,0,0,0,0,0,0,0,0,9,0,9,0,0,0.0277,0,9,9,0,0,1.573,0,0.015,0,0,9,9,0,1.1,0,0,0.175,3.4,0,55.4774,3.919,34.8569,19.5157,1.3343,41.0675,0,0,15.1658,1.5813,0,32.2018,47.6565,0.925,0.6365,0,0,0.0177,72.4298,0,0,0,0,0,0,0,0.187,0.731,0.7652,0,0,1.4,3.2,9,9,0,0,0,0,0,0,6.9284,17.1465,14.157,15.7276,0,0,0,0,0,0,0,0.0066,9.0032,0,0,4.4125,0,0.048,0,9,0,0,0,0,0,9,0,0.0812,0,0,2.9309,1.4,0,0,0,9,0,0,0,0,0.0701,67.4723,0.44,306.2392,0.3,0.1,0.4,23.9,0.043,0,0,0,0.802,0,0,0,0,3.4,0,0,0.7047,0,0,0.0267,0,3.6925,0,0,0,9,0.1,0.0236,0,0,0,0,0,0,4.662,0,0,9,1.2,49.2248,15.9595,0,10.6,2.3396,9,0,0,0,3.7943,0,0,0.274,11.7742,2.5252,0,6.714,4.3261,0.6911,9,0.4465,0,0,0,0,0,0
"Zambia",21.8772,7.9168,0,0,0,0,0,0,0,0,0.0004,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0,0,0.641,0.025,0,57.1645,0.6913,8.5348,63.9479,4.3721,90.3589,0,0,2.9757,0.232,0,0.4651,24.3798,1.7547,0.2292,0.0436,0,0.101,6.4943,0,0.0703,0.5193,0,0,0,0,0.1,0.0681,0.1079,0.0167,0,0.0627,0.1,0,0,0,0,0,0,0,0,5.8184,6.2965,1.038,3.8538,0.0019,0,0,0,0,0,0,0.0675,0,0.0058,0,0.0087,0,0.0001,0,0,0.0026,0.0001,0.0426,0.077,0,0.0027,0,0,10.6183,0.0242,3.7587,2.6168,5.047,0.1826,0.0265,9,0.0006,0,0.0475,0.0701,0,33.0362,3.2412,303.3916,0.3135,0.0211,1.8671,4.1041,0.0025,9,0.5614,0,0,7.033,0,0,0,0,0.2358,0,0.0629,0.0001,0.456,0,0.152,34.7182,0.0001,0.0035,0,0,21.8309,20.8785,0,0,0,0,0,0,7.2809,0.0007,6.0337,0.1961,1.4051,181.836,36.3603,0,7.5408,0.2471,0.0144,0.0119,9,9,113.368,0.0849,0.0332,0.3381,87.5345,59.1076,0,0.16,6.202,0.9811,0,0.0617,0,0,0,0,0,0.0086
"Zimbabwe",39.3346,9.308,0.0085,0.1212,0,0,0.0074,0.0715,0.0099,0.2298,0.0961,0.0064,0.0328,0.1725,0.0061,7.255,0,0.0004,0.0005,0.0624,0.0025,0.0044,0,0.0351,0.2516,0,0.0011,0.1017,0.0565,13.4558,0.01,0.0544,0.0841,22.4153,0.019,1.1804,3.3656,3.2032,5.7939,0.3961,25.9661,0,0,23.6485,7.837,0,7.8025,14.6321,18.9182,7.6,0.1501,0,1.0237,40.5875,0,0.0012,0,0,0.0156,0,0,3.8915,11.8565,0.3939,0.1465,0,2.909,0.162,0.0402,0,0,0.0229,0,0,0.0243,0,16.3456,29.857,1.5992,9.9059,0.1005,0,0.3208,0.0005,9,0.0007,0.0617,0.2613,0.0784,0.024,0.0118,0.7122,0.0187,0.7625,0,0.0082,2.1043,0.0117,1.6808,0.0677,0.0096,0,9,0.5891,0.0205,3.2216,10.3804,4.065,2.2113,0.7512,0.0017,0.0104,0.2304,0,3.553,67.4723,33.0362,0,44.9403,302.9978,0.2012,1.3396,23.0895,5.1842,1.4745,0.0001,0.7501,0.3238,1.5781,4.9079,3.0566,0.507,1.5465,5.1889,0.9179,0,2.3839,0.5159,0.9205,26.4674,6.1516,4.9058,2.3719,2.8681,0.0298,0,0.1586,1.4422,0.0028,9.0023,0,9.0126,9,0,19.1934,0.0003,14.1607,0.1844,3.0071,7.9184,2.1788,0,0.6773,0.2536,0.0046,1.6926,0.0021,0.0137,8.1635,0.066,0,6.6704,4.6452,3.3866,0.0003,22.1353,23.6426,7.3398,0.0186,1.7236,0,0.0004,0.0047,0,0,0
"Malawi",49.12,0.3767,0,0,0,9,0.1194,0.0011,0.0047,0,9,0.0001,0,0,0,0,0.0005,0,0,0,9,9,0,0,0,0,0,9,0,0.5005,9.0008,0,0.4587,0,0,2.6807,0.4808,6.3868,0.337,0.023,0.4166,0,0,2.9437,6.7028,0,0.1983,15.8353,5.086,1.2065,0,0,0.001,5.0054,0,0.0382,0,0,0,0,0,0.123,1.2448,0.1946,0,0,0,19.1,0.0352,0,0,0,0,0,0,0,2.8933,1.2132,0.1552,1.8028,0,0,0,0,0,0,9,0.3668,9.0071,0.2944,0,0.0804,9,0.0264,0,0.6122,0.0512,0,0.238,0.0111,0.3912,0,0,0,1.5512,0.0301,1.1809,1.3565,0.0288,0,0.0294,0,0,0,0.0343,0.44,3.2412,44.9403,0,150.8152,9.2405,0.1957,1.8748,2.8495,0.0163,0,0.5043,0.0351,0,0,0,0,0.0033,0,0.104,0,6.477,0,0,0.9786,0.11,2.4182,0,0,0,0,0,0.0324,0,0,0,0,0,0,2.09,0,4.2336,9,2.64,26.8275,11.4442,0,2.0784,0.0028,0,0,0,0,0.1922,0,0,9,0.5612,0,0,0.115,0.0164,5.7789,1.6088,1.1281,0,0.0585,0,0,0,0
"South Africa",267.6,57.7737,0.0164,11.7982,0,9.8268,3.8482,0.0042,0.001,0,0,0.0001,9,0,1.1652,0,0.067,0.7761,0,1.253,0,2.0796,4.7703,33.047,0,0,0,8.879,7.4199,55.0873,0.6357,2.8274,39.337,15.102,5.358,188.0534,52.8972,119.4142,138.1919,9.4481,165.661,0,0,232.4692,256.9141,0,65.6074,1006.4712,11.012,38.1914,0,0,3.9466,1387.1014,0,1.7539,9,0,0,0,0,1.997,13.464,0.274,8.9393,0,1.3,8.6,0.0084,0,0,0.3222,12.094,0,0,0,35.3374,47.405,37.8074,55.4038,0.4802,0,2.4122,0,10.5114,0.382,0.8017,0.0243,9,0,0.0283,22.0451,0.8739,0.0398,0.9119,1.6954,15.0326,4.2896,1.6845,12.559,5.9681,0.316,6.0346,7.3138,25.3398,2.7568,0,13.0326,0.0766,1.6192,0.5156,9,0,0,88.3195,306.2392,303.3916,302.9978,150.8152,0,0,0,0,0,22.0433,12.4099,237.5337,30.291,11.127,0.837,0,0,8.5265,0,57.456,0,2.1813,0,8.9119,0.0014,117.7,1.173,0,1.4449,21.4918,0,8.208,6.4721,0.5122,0,0,0,9,0,93.728,9,0,2.2702,256.8,108.2825,4.5789,0,0,0,0.4313,37.6121,0,9,0,0.5804,0,0.035,4.1928,0,0,49.503,0,84.1738,0,1.3845,9,0,0,0,0,0
"Namibia",3,6.0989,0,0,0,0,0,0.0504,0,0,9,0.0007,0,0,0,9,0,0,0,0,0,0.0208,0,0,0,0.1568,0,0,0,1.842,9,0.0462,1.376,0,0,26.221,1.1053,1.6978,5.4756,0.3744,2.2139,0,0,0.0892,81.235,0,1.5728,0.6416,2.433,7.4612,0,0,0.2767,28.1805,0,0,0,0,0,0,0,0.012,5.312,0,9,0,9,9.9,4.0012,0,0,0,9,0,0,0,0.3514,0,1.7745,3.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2.7193,8.1925,0,0.1567,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0.3,0.3135,0.2012,9.2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,1.907,0,9,0,0.6458,0,0,0,0,9,0,0,0.6719,0,0,0,0,1.8186,0,0.117,0,0,0,0,0,9
"Lesotho",54.3,2.6725,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0,9.6795,0,0,0,0,0,0,0,0.052,0,0,0.004,0,0,2.1738,0.0071,0.2473,0.3182,0.0218,6.8636,0,0,0.2456,0.0707,0,0.0159,7.9941,0.067,0.1924,0,0,9,3.3489,0,0,0,0,0,0,0,0.004,0.027,0,9,0,9,0,0.0494,0,0,0,0,0,0,0,0.0255,0.1013,0.0143,0.6547,0,0,0,0,0,0,0,0,9,0,0,0.006,0,9,0,9,0,0,0,0,0,9,0,0,0,0,0.002,0.0074,9,9,0,0,0,0,0,0.1,0.0211,1.3396,0.1957,0,0,0,0,0,0.0005,0,0,0,0,0,0,9,9,0,0,0,0.0014,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,1.506,0,0,0,6,0.6332,1.3009,0,4.6656,0,0,0,0,0,0.0952,0,9,0,0,0,0,0.018,0,0.0184,0,0.0007,0,0,0,0,0,0
"Botswana",16.1,1.5495,0,0,0,0,0,0.0012,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.142,0,0,9,0,0.0055,3.19,0.0081,0,9,0,0,8.6226,0.9616,3.5046,0.7207,0.0493,8.504,0,0,5.7389,12.3212,0,0.0483,19.3386,0.002,0.8877,0,0,0.0006,1.2678,0,0,0,0,0,0,0,0.187,0.307,0.2341,0,0,0,10.7,0,9,0,0,9.001,0,9,0,0.1806,13.9515,66.1114,1.3586,0,0,0,0,0,0,0,0,9.0071,0,9,0.0003,0,0,9,0,0,0,0,0.0107,0.0022,0,0,0.0035,0,0,0.7389,0.1993,0,0,0,0,9,0,0,0.4,1.8671,23.0895,1.8748,0,0,0,0,0,9.0026,9,0,0,0,0,0,9,0,0,0,9,0,0,9,9,0,3.4497,0,0,0,9,0,1.2208,0,0,0,0,0,0,1.076,0,0,0,1.2,7.1601,1.4515,0,1.5818,9,0,0,0,0,3.0012,0,0,0,0.0446,0.7657,0,0,0,0.7986,0,1.0536,0,9,0,0,0,9
"Swaziland",20.9,7.751,0,0,0,0,0.0319,0.1011,9,0,0.0001,0.0004,0.0001,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,2.2424,9,0,9,0,0,58.7138,0.883,28.2725,6.7112,0.4588,24.8191,0,0,0.6604,0.3693,0,0.5245,1.5566,0.032,0.5225,0,0,0.0503,4.8224,0,0.2463,0,0,0,0,0,0.033,0.331,0.1345,9,0,9,0,0.0005,0,0,0,0,0,0,0,2.4754,2.2194,0.8038,0.4286,0.3254,0,0,0,0,0,0,0.0001,9.0071,0.0126,0.0283,0.5387,0,0.0052,0,0,0,0,0,0.1542,0.1357,0,0,0.1307,0,9,0.0857,3.6615,0,0,0.0463,0,0,0,9,23.9,4.1041,5.1842,2.8495,0,0,0,0,0,0.0392,0,2.7199,0,0,0,0,0,0,0,0,9,0.5092,0,9,0,0,32.6443,9,0,9,9,0,0.088,0,0,0,0,0,0,0.08,0,0,0,14.4,5.9009,0.1738,0,9.9384,0.9309,0,0,0,0,37.3592,9,9,0,2.5171,0,0,0.012,0,1.0599,9.0033,0.2955,0,0,0,0,0,0
"Madagascar",16.2802,4.0626,0.1022,0.0005,0.0569,0.0226,0,0.0006,0.003,0,0.1037,0.0013,0.001,0.0063,0,0.4677,0,0.0106,0,0,0,0.001,0.183,0.051,0.0124,0,0,0.0005,0.3404,3.2889,9,0.2069,9.045,0.2247,0,6.7015,0.9215,5.3284,3.2199,0.2201,27.0176,0,0,1.248,5.441,0,6.5818,14.67,4.9785,6.2646,0.0338,0,1.6141,6.285,0,0.1357,0,0,0,0,0,0.161,0.9833,0.0784,0.194,0,3.8449,12.9,0.0002,9,0,0,0,0,9,0,0.2628,3.094,0.0008,1.3993,0.0044,0,0,0,0,0.001,0,0.0623,0.0445,0.0001,0.0226,0.1569,0.0004,0.0003,0.0016,9,0.0143,0.0073,0.0389,3.2188,0.0192,0.0003,0.0021,0.0342,0.0802,0.695,0.7605,0.0844,0.0254,0.0136,0,0.002,0.001,0,0.0076,0.043,0.0025,1.4745,0.0163,22.0433,0,0.0005,9.0026,0.0392,0,1.4333,5.1516,0.5786,0.627,0.166,1.3193,0.0115,0.0089,43.4313,0.2415,0.001,0.0955,0.0341,0,0.0195,0.0066,8.4449,0.0175,0,0.0062,0,2.1222,0.0052,0.0001,0,0,0,0,0,12.1756,9,3.5951,0.5429,2.1613,13.7615,3.5813,0,0.1085,0.4539,0,0.0193,0,0,3.2284,0,9,0.8612,4.3099,3.9512,0,0.0162,2.3906,0.2464,9,0.2947,0,0,0.0002,0,0,0
"Comoros",9.38,0.042,0,9,9,0,0,0,0,0,0,0.0036,0,0,0,0,0,0,0,0,9,0,0,0.0033,0,0,0,0,0,0.1188,9,9,9,0,0,0.7147,0.499,1.9703,2.0124,0.1376,49.575,0,0,0.2962,0.4322,0,0.0056,1.0959,0.2955,0,0,0,0.0423,1.6389,0,0,0,0,0,0,0,0.018,0.0094,0,9,0,0.77,0,0,9,0,0,9,0,0,0,0.021,0.12,0.0155,0.2671,0,0,0,0,0,0,0,0,0.0011,0,0,0.0055,0,9,9,0,9,0,0,0.1617,9,9.0019,0,9,0,0,5.7496,0,0,0,9,0,9,0,9,0,9,0.0001,0,12.4099,0,0,9,0,1.4333,0,1.9946,0,0.6413,0,0.0472,0,0,9,0,0,0,0,0,0.0194,9,0.5114,9,0,9,0,9,0.0031,0,0,0,0,0,0,0.3016,0,0.0583,0,0,1.8503,0.5152,0,0.8148,9,9,0,0,0,0,0,0,0,0.0175,4.3638,0,0,0.0016,0.0041,0,0.0245,0,0,0,0,0,9
"Mauritius",171.0922,5.5197,0,0,0,0,0,0,0.003,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428,4.6453,9,0,0.626,13.0326,0,300.684,3.0062,30.3321,20.9946,1.4354,68.8984,0,0,13.5167,27.7211,0,1.5281,23.6349,0.049,0.8497,0.2833,0,0.0007,5.3733,0,0.0112,0,0,0,0,0,0.066,0.6853,0.0058,0,0,0,9,0.0002,0,0,0,9,0,0,0,1.6516,4.1318,0.1395,19.0306,0.0577,0,0,0,0,0,0,0.0149,0,0.0128,0,0.2833,0,4.8579,0,0,0,0,0,0,0,0,0,0.1766,0,0,16.5069,0.102,0,1.3089,0,0.0623,0,0,0,0,0.5614,0.7501,0.5043,237.5337,0,0,0,2.7199,5.1516,1.9946,0,3.3425,1.7566,0,0,0,0,0,4.4198,0,0.0567,0,0,10.0861,4.5464,3.3432,0,0,0.7366,0,6.063,0.0015,0,0,0,0,0,0,69.4964,9,70.0928,2.2665,25.3286,96.2836,100.0782,0,22.9215,0.066,0.9633,0.9633,0,0,19.333,0,9,0.036,61.0208,34.4598,0,8.8395,22.7788,49.6317,0,20.0784,0,0,0,0,0,0
